2022-11-24 06:36:46.259 +0100 CET,4772,0
2022-11-24 07:31:38.551 +0100 CET,4772,0
2022-11-24 08:07:29.215 +0100 CET,10001,10
2022-11-24 08:10:53.592 +0100 CET,12305,17
2022-11-24 08:13:33.09 +0100 CET,13803,24
2022-11-24 08:15:27.758 +0100 CET,14914,31
2022-11-24 08:17:27.415 +0100 CET,15798,38
2022-11-24 08:19:12.114 +0100 CET,16533,45
2022-11-24 08:21:06.823 +0100 CET,17243,53
2022-11-24 08:23:26.376 +0100 CET,17994,63
2022-11-24 08:26:25.855 +0100 CET,18751,75
2022-11-24 08:26:31.3 +0100 CET,18751,75
2022-11-24 08:29:22.365 +0100 CET,19494,89
2022-11-24 08:33:31.77 +0100 CET,20212,105
2022-11-24 08:37:50.898 +0100 CET,20935,124
2022-11-24 08:41:35.294 +0100 CET,21644,146
2022-11-24 08:45:04.696 +0100 CET,22356,172
2022-11-24 08:51:38.531 +0100 CET,23075,203
2022-11-24 08:51:58.443 +0100 CET,20792,120
2022-11-24 08:52:08.416 +0100 CET,22989,199
2022-11-24 08:52:13.405 +0100 CET,20792,120
2022-11-24 08:57:52.413 +0100 CET,21523,142
2022-11-24 09:01:06.849 +0100 CET,22254,168
2022-11-24 09:07:00.823 +0100 CET,23011,200
2022-11-24 09:13:04.789 +0100 CET,23766,238
2022-11-24 09:13:49.639 +0100 CET,24488,281
2022-11-24 09:14:24.538 +0100 CET,25199,331
2022-11-24 09:16:09.235 +0100 CET,24425,277
2022-11-24 09:17:58.92 +0100 CET,25133,326
2022-11-24 09:21:23.419 +0100 CET,25133,334
2022-11-24 09:25:24.7 +0100 CET,24298,269
2022-11-24 09:28:44.073 +0100 CET,25119,325
2022-11-24 09:32:18.487 +0100 CET,25844,384
2022-11-24 09:56:14.371 +0100 CET,26609,458
2022-11-24 10:11:42.16 +0100 CET,27119,515
2022-11-24 10:15:40.946 +0100 CET,27627,579
2022-11-24 10:16:15.857 +0100 CET,27627,585
2022-11-24 10:24:46.445 +0100 CET,27102,513
2022-11-24 10:26:36.067 +0100 CET,27612,577
2022-11-24 10:29:15.603 +0100 CET,28248,668
2022-11-24 10:31:20.252 +0100 CET,28757,751
2022-11-24 10:53:16.41 +0100 CET,29274,846
2022-11-24 11:01:25.01 +0100 CET,28745,749
2022-11-24 11:11:08.338 +0100 CET,28745,766
2022-11-24 11:19:03.967 +0100 CET,29269,845
2022-11-24 11:27:17.663 +0100 CET,29778,950
2022-11-24 11:32:06.87 +0100 CET,30294,1070
2022-11-24 11:40:10.863 +0100 CET,30803,1203
2022-11-24 11:50:33.878 +0100 CET,31320,1355
2022-11-24 12:00:02.277 +0100 CET,31847,1530
2022-11-24 12:06:00.917 +0100 CET,31847,1694
2022-11-24 12:06:42.73 +0100 CET,32358,1721
2022-11-24 12:12:36.753 +0100 CET,32870,1936
2022-11-24 12:22:45.07 +0100 CET,33381,2178
2022-11-24 12:27:24.168 +0100 CET,33894,2451
2022-11-24 12:32:48.283 +0100 CET,34402,2755
2022-11-24 12:38:42.252 +0100 CET,34909,3096
2022-11-24 12:45:11.221 +0100 CET,35418,3481
2022-11-24 12:51:35.205 +0100 CET,35927,3914
2022-11-24 12:59:08.86 +0100 CET,36436,4400
2022-11-24 13:00:53.671 +0100 CET,36436,4506
2022-11-24 13:08:44.371 +0100 CET,36943,4945
2022-11-24 13:22:17.12 +0100 CET,37452,5560
2022-11-24 13:36:44.946 +0100 CET,37965,6257
2022-11-24 13:55:46.874 +0100 CET,37965,6975
2022-11-24 13:56:08.764 +0100 CET,38479,7044
2022-11-24 14:03:52.878 +0100 CET,37918,6190
2022-11-24 14:04:02.528 +0100 CET,38437,6976
2022-11-24 14:29:14.014 +0100 CET,38948,7847
2022-11-24 14:30:48.498 +0100 CET,38123,6489
2022-11-24 14:31:23.266 +0100 CET,37566,5708
2022-11-24 14:31:33.245 +0100 CET,36791,4775
2022-11-24 14:31:38.234 +0100 CET,36166,4135
2022-11-24 14:31:53.2 +0100 CET,34421,2767
2022-11-24 14:31:58.19 +0100 CET,33561,2270
2022-11-24 14:32:13.155 +0100 CET,32912,1955
2022-11-24 14:32:28.12 +0100 CET,33495,2236
2022-11-24 14:32:43.085 +0100 CET,34021,2523
2022-11-24 14:32:48.075 +0100 CET,35063,3208
2022-11-24 14:32:53.066 +0100 CET,36140,4111
2022-11-24 14:33:08.031 +0100 CET,35435,3495
2022-11-24 14:33:13.021 +0100 CET,34425,2769
2022-11-24 14:33:18.012 +0100 CET,32974,1983
2022-11-24 14:33:23.002 +0100 CET,32215,1665
2022-11-24 14:33:27.992 +0100 CET,31569,1435
2022-11-24 14:33:37.97 +0100 CET,30818,1207
2022-11-24 14:33:52.935 +0100 CET,30282,1067
2022-11-24 14:34:27.849 +0100 CET,29750,944
2022-11-24 14:35:42.662 +0100 CET,29217,835
2022-11-24 14:39:12.133 +0100 CET,29759,946
2022-11-24 14:39:47.047 +0100 CET,30339,1081
2022-11-24 14:40:11.984 +0100 CET,30846,1215
2022-11-24 14:40:26.948 +0100 CET,31452,1397
2022-11-24 14:40:36.925 +0100 CET,32146,1639
2022-11-24 14:40:56.879 +0100 CET,32843,1924
2022-11-24 14:41:16.83 +0100 CET,34223,2644
2022-11-24 14:41:21.82 +0100 CET,35596,3627
2022-11-24 14:41:26.812 +0100 CET,36304,4269
2022-11-24 14:41:36.79 +0100 CET,35386,3455
2022-11-24 14:41:46.765 +0100 CET,34567,2862
2022-11-24 14:41:51.756 +0100 CET,33637,2310
2022-11-24 14:41:56.746 +0100 CET,32852,1928
2022-11-24 14:42:06.723 +0100 CET,32047,1602
2022-11-24 14:42:16.7 +0100 CET,31459,1399
2022-11-24 14:42:36.65 +0100 CET,30921,1236
2022-11-24 14:43:46.468 +0100 CET,30399,1096
2022-11-24 14:47:05.943 +0100 CET,31001,1259
2022-11-24 14:48:00.802 +0100 CET,31632,1456
2022-11-24 14:48:15.765 +0100 CET,31039,1270
2022-11-24 14:50:30.547 +0100 CET,31581,1439
2022-11-24 14:50:40.399 +0100 CET,31581,1479
2022-11-24 14:51:07.34 +0100 CET,32088,1617
2022-11-24 14:52:07.183 +0100 CET,32594,1817
2022-11-24 14:52:32.12 +0100 CET,33221,2099
2022-11-24 14:52:52.069 +0100 CET,33792,2394
2022-11-24 14:53:02.045 +0100 CET,34447,2784
2022-11-24 14:53:17.009 +0100 CET,33842,2422
2022-11-24 14:53:31.972 +0100 CET,33299,2137
2022-11-24 14:54:41.789 +0100 CET,33835,2418
2022-11-24 14:54:56.752 +0100 CET,34713,2959
2022-11-24 14:55:01.742 +0100 CET,35239,3340
2022-11-24 14:55:06.732 +0100 CET,35751,3758
2022-11-24 14:55:16.708 +0100 CET,36495,4461
2022-11-24 15:00:25.895 +0100 CET,35955,3939
2022-11-24 15:02:10.621 +0100 CET,35410,3475
2022-11-24 15:03:10.467 +0100 CET,34893,3085
2022-11-24 15:05:55.033 +0100 CET,34340,2716
2022-11-24 15:06:14.983 +0100 CET,33610,2296
2022-11-24 15:06:24.959 +0100 CET,33103,2043
2022-11-24 15:06:44.91 +0100 CET,32478,1769
2022-11-24 15:09:34.467 +0100 CET,33022,2005
2022-11-24 15:10:54.26 +0100 CET,32490,1774
2022-11-24 15:11:34.156 +0100 CET,33037,2012
2022-11-24 15:12:58.935 +0100 CET,32386,1732
2022-11-24 15:15:03.605 +0100 CET,33006,1998
2022-11-24 15:17:33.206 +0100 CET,33517,2247
2022-11-24 15:18:18.09 +0100 CET,34056,2544
2022-11-24 15:19:42.866 +0100 CET,33524,2251
2022-11-24 15:19:52.842 +0100 CET,32914,1956
2022-11-24 15:21:32.58 +0100 CET,32368,1725
2022-11-24 15:22:22.449 +0100 CET,31847,1530
2022-11-24 15:23:57.2 +0100 CET,31317,1354
2022-11-24 15:25:12.003 +0100 CET,30792,1200
2022-11-24 15:26:21.819 +0100 CET,30270,1064
2022-11-24 15:27:51.582 +0100 CET,29750,944
2022-11-24 15:29:01.399 +0100 CET,29243,840
2022-11-24 15:31:11.058 +0100 CET,28710,743
2022-11-24 15:34:00.609 +0100 CET,29217,835
2022-11-24 15:35:30.375 +0100 CET,29746,943
2022-11-24 15:40:54.512 +0100 CET,29217,835
2022-11-24 15:43:19.131 +0100 CET,29727,939
2022-11-24 15:43:49.054 +0100 CET,30254,1060
2022-11-24 15:44:23.965 +0100 CET,30807,1204
2022-11-24 15:44:53.888 +0100 CET,31339,1361
2022-11-24 15:45:18.824 +0100 CET,31923,1557
2022-11-24 15:45:33.959 +0100 CET,31923,1708
2022-11-24 15:45:40.79 +0100 CET,32461,1762
2022-11-24 15:46:05.726 +0100 CET,32991,1991
2022-11-24 15:50:25.039 +0100 CET,32456,1760
2022-11-24 15:50:50.005 +0100 CET,31845,1529
2022-11-24 15:51:19.9 +0100 CET,31265,1338
2022-11-24 15:52:39.69 +0100 CET,30634,1157
2022-11-24 15:53:19.589 +0100 CET,30082,1019
2022-11-24 15:53:39.54 +0100 CET,29543,900
2022-11-24 15:53:54.503 +0100 CET,28977,790
2022-11-24 15:54:09.466 +0100 CET,28370,687
2022-11-24 15:54:24.429 +0100 CET,27818,605
2022-11-24 15:54:44.379 +0100 CET,27292,536
2022-11-24 15:55:39.235 +0100 CET,26542,451
2022-11-24 15:57:04.01 +0100 CET,25810,381
2022-11-24 15:59:33.659 +0100 CET,25093,323
2022-11-24 16:03:13.18 +0100 CET,24378,274
2022-11-24 16:07:22.35 +0100 CET,23655,232
2022-11-24 16:10:41.813 +0100 CET,22945,197
2022-11-24 16:13:36.342 +0100 CET,22228,167
2022-11-24 16:16:15.915 +0100 CET,21493,141
2022-11-24 16:18:25.564 +0100 CET,22967,198
2022-11-24 16:22:45.272 +0100 CET,22254,168
2022-11-24 16:29:13.814 +0100 CET,21523,142
2022-11-24 16:31:13.498 +0100 CET,20792,120
2022-11-24 16:32:43.238 +0100 CET,20087,102
2022-11-24 16:34:22.966 +0100 CET,19345,86
2022-11-24 16:35:52.723 +0100 CET,18634,73
2022-11-24 16:37:57.631 +0100 CET,17924,62
2022-11-24 16:40:17.011 +0100 CET,17161,52
2022-11-24 16:40:26.997 +0100 CET,17161,52
2022-11-24 16:42:53.608 +0100 CET,16533,45
2022-11-24 16:45:03.258 +0100 CET,15798,38
2022-11-24 16:47:32.848 +0100 CET,14914,31
2022-11-24 16:50:42.337 +0100 CET,13803,24
2022-11-24 16:54:11.768 +0100 CET,12305,17
2022-11-24 16:59:30.901 +0100 CET,10001,10
2022-11-24 17:29:06.184 +0100 CET,0,0
2022-11-24 17:35:20.148 +0100 CET,0,0
2022-11-24 18:30:13.297 +0100 CET,0,0
2022-11-24 19:25:05.891 +0100 CET,0,0
2022-11-24 20:19:58.931 +0100 CET,0,0
2022-11-24 21:14:52.041 +0100 CET,0,0
2022-11-24 22:09:46.108 +0100 CET,0,0
2022-11-24 23:04:38.195 +0100 CET,0,0
2022-11-24 23:59:31.212 +0100 CET,0,0
2022-11-25 00:54:23.805 +0100 CET,0,0
2022-11-25 01:49:16.69 +0100 CET,0,0
2022-11-25 02:44:09.192 +0100 CET,0,0
2022-11-25 03:39:02.244 +0100 CET,0,0
2022-11-25 04:33:54.928 +0100 CET,0,0
2022-11-25 05:28:47.162 +0100 CET,0,0
2022-11-25 06:23:39.884 +0100 CET,0,0
2022-11-25 07:18:32.137 +0100 CET,0,0
2022-11-25 08:00:07.99 +0100 CET,8451,7
2022-11-25 08:06:51.012 +0100 CET,11462,14
2022-11-25 08:10:45.25 +0100 CET,13223,21
2022-11-25 08:13:25.048 +0100 CET,13223,26
2022-11-25 08:13:51.884 +0100 CET,14472,28
2022-11-25 08:16:11.358 +0100 CET,15441,35
2022-11-25 08:18:21.051 +0100 CET,16233,42
2022-11-25 08:20:15.702 +0100 CET,16902,49
2022-11-25 08:22:20.703 +0100 CET,17635,58
2022-11-25 08:24:35.221 +0100 CET,18389,69
2022-11-25 08:26:39.615 +0100 CET,19139,82
2022-11-25 08:29:19.308 +0100 CET,19868,97
2022-11-25 08:32:13.747 +0100 CET,20607,115
2022-11-25 08:35:23.192 +0100 CET,21336,136
2022-11-25 08:38:27.62 +0100 CET,22042,160
2022-11-25 08:42:02.125 +0100 CET,22788,190
2022-11-25 08:44:16.662 +0100 CET,20792,120
2022-11-25 08:48:25.933 +0100 CET,21523,142
2022-11-25 08:51:45.566 +0100 CET,22254,168
2022-11-25 08:55:04.963 +0100 CET,22967,198
2022-11-25 08:57:54.341 +0100 CET,23674,233
2022-11-25 09:01:33.811 +0100 CET,24394,275
2022-11-25 09:06:22.9 +0100 CET,25106,324
2022-11-25 09:08:17.588 +0100 CET,25106,373
2022-11-25 09:08:59.482 +0100 CET,25821,382
2022-11-25 09:15:38.489 +0100 CET,25106,324
2022-11-25 09:19:22.753 +0100 CET,24394,275
2022-11-25 09:27:11.475 +0100 CET,25106,324
2022-11-25 09:34:20.294 +0100 CET,25844,384
2022-11-25 09:43:14.072 +0100 CET,26552,452
2022-11-25 09:52:17.728 +0100 CET,27059,508
2022-11-25 10:03:10.649 +0100 CET,27059,549
2022-11-25 10:08:16.408 +0100 CET,27567,571
2022-11-25 10:41:31.082 +0100 CET,28076,642
2022-11-25 10:55:08.638 +0100 CET,28592,723
2022-11-25 10:58:02.87 +0100 CET,28592,736
2022-11-25 11:06:43.608 +0100 CET,29238,839
